"type","certified","body","make","model","trim","mileage","price","year","dealer","city","rating","reviews","badge"
"Used",0,"SUV","Volkswagen","Tiguan Limited","2.0T",13925,14588,2017,"Mercedes-Benz of Laguna Niguel / smart center of Laguna Niguel","Laguna Niguel",4.8,1247,"Great Deal"
"Used",0,"SUV","Kia","Sportage","LX",55554,9199,2013,"OC Auto Exchange","Fullerton",1,116,
"New",0,"SUV","Nissan","Kicks","SV",25,20703,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Nissan","Kicks","SV",25,20479,2020,"Buena Park Nissan","Buena Park",5,28,
"Used",0,"Cargo Van","RAM","ProMaster 2500","High Roof",84075,22981,2017,"Auto Republic Fullerton","Fullerton",2.8,40,"Fair Price"
"New",0,"Sedan","Nissan","Versa","1.6 SR",10,18471,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Nissan","Kicks","S",25,19178,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Nissan","Kicks","SR",25,22398,2020,"Buena Park Nissan","Buena Park",5,28,
"Used",0,"Coupe","smart","ForTwo Electric Drive","passion",7445,7481,2013,"Auto Republic Fullerton","Fullerton",2.8,40,
"New",0,"SUV","Jeep","Renegade","Trailhawk",15,23825,2020,"Premier Chrysler Jeep Dodge Ram Buena Park","Buena Park",4.5,95,
"Used",0,"Convertible","Lamborghini","Murcielago","",9654,144985,2005,"Paradise Automotive Group","San Juan Capistrano",5,20,"Fair Price"
"New",0,"SUV","Toyota","RAV4 Hybrid","Limited",10,30787,2020,"AutoNation Toyota Buena Park","Buena Park",4.4,496,
"Used",0,"SUV","INFINITI","FX35","",147067,6995,2006,"Metro Auto","La Habra",4.2,45,"Fair Price"
"New",0,"SUV","Ford","EcoSport","SES",6,28870,2020,"Cal Worthington Ford","Long Beach",4.5,112,
"New",0,"SUV","Ford","EcoSport","SE",6,24535,2019,"Cal Worthington Ford","Long Beach",4.5,112,
"Used",0,"Sedan","Lincoln","Town Car","Signature Limited",140870,4495,2007,"Metro Auto","La Habra",4.2,45,
"New",0,"Hatchback","Mitsubishi","Mirage","ES",0,12042,2019,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,
"New",0,"SUV","Nissan","Kicks","SR",16,22495,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Nissan","Pathfinder","SL",5,39390,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Sedan","Nissan","Versa","1.6 SR",5,18410,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Sedan","Porsche","Taycan","Turbo",272,168680,2020,"Circle Porsche","Long Beach",3.8,25,
"New",0,"SUV","Mitsubishi","Outlander PHEV","SEL",7,37472,2019,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,
"Used",0,"Sedan","Hyundai","Sonata","Base",54965,9400,2017,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,"Great Deal"
"Used",0,"Minivan","Dodge","Grand Caravan","GT",45822,13575,2018,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,"Great Deal"
"New",0,"SUV","Nissan","Rogue Sport","SV",1,24025,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"SUV","Nissan","Rogue Sport","SV",5,24220,2020,"Cerritos Nissan","Cerritos",5,16,
"Used",0,"Minivan","Dodge","Grand Caravan","SXT",45180,12250,2018,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,"Great Deal"
"Used",0,"Sedan","Nissan","Altima","2.5 SV",42497,11980,2018,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,"Great Deal"
"New",0,"Sedan","Mitsubishi","Mirage G4","ES",6,12470,2019,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,
"New",0,"SUV","Mitsubishi","Outlander PHEV","SEL",2,31436,2019,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,
"Used",0,"Convertible","Cadillac","XLR","Base",61901,14999,2005,"Autoverse","La Habra",0,0,"Great Deal"
"New",0,"SUV","Nissan","Pathfinder","SV",5,33975,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Minivan","Dodge","Grand Caravan","SE",10,22556,2019,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,
"New",0,"Hatchback","MINI","Hardtop","Cooper",7,27475,2020,"Long Beach MINI","Signal Hill",3.5,8,
"Used",0,"Coupe","BMW","228","i",32645,15950,2014,"Shift Los Angeles","Whittier",2.3,32,"Good Deal"
"New",0,"Hatchback","Hyundai","Ioniq Hybrid","Limited",14,31925,2019,"Puente Hills Hyundai","City of Industry",4.8,719,
"New",0,"Sedan","Porsche","Taycan","Turbo",5,203360,2020,"McKenna Porsche","Norwalk",0,43,
"New",0,"SUV","Chevrolet","Trax","LS",3,22485,2020,"Chevrolet of Puente Hills","City of Industry",0,0,
"New",0,"SUV","Nissan","Kicks","SV",5,20613,2020,"Puente Hills Nissan","City of Industry",4.3,37,
"New",0,"Crew Cab Pickup","Nissan","Titan","SV",5,32655,2019,"Puente Hills Nissan","City of Industry",4.3,37,
"New",0,"SUV","Nissan","Kicks","SV",5,18679,2019,"Puente Hills Nissan","City of Industry",4.3,37,
"New",0,"Sedan","Chevrolet","Malibu","1LS",1,19092,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Honda","HR-V","Sport",5,23440,2019,"Carson Honda","Carson",4.7,502,
"New",0,"SUV","Nissan","Kicks","SV",4,23080,2020,"Carson Nissan","Carson",4.8,3428,
"New",0,"SUV","Nissan","Kicks","SV",5,22880,2020,"Carson Nissan","Carson",4.8,3428,
"New",0,"Sedan","Chevrolet","Malibu","LT",4785,26995,2018,"MK Smith Chevrolet","Chino",4.1,263,
"New",0,"SUV","Nissan","Kicks","SV",5,24440,2020,"Carson Nissan","Carson",4.8,3428,
"Used",0,"Sedan","Volkswagen","Jetta","GLI",25332,14799,2015,"California Motor Trade","Downey",2.5,11,"Good Deal"
"New",0,"Wagon","Chevrolet","Bolt EV","LT",10,30080,2020,"MK Smith Chevrolet","Chino",4.1,263,
"New",0,"SUV","Nissan","Kicks","SV",5,21595,2020,"Carson Nissan","Carson",4.8,3428,
"New",0,"SUV","Nissan","Kicks","SV",4,22135,2020,"Carson Nissan","Carson",4.8,3428,
"Used",0,"SUV","Buick","Enclave","Convenience",44836,15699,2015,"LA Auto Exchange #1","West Covina",1.4,21,"Great Deal"
"New",0,"SUV","Mercedes-Benz",,"G 550 4MATIC",15,149715,2020,"Envision Mercedes-Benz of West Covina","West Covina",0,0,
"New",0,"SUV","Dodge","Journey","SE",9,17489,2019,"West Covina Chrysler Dodge Jeep Ram","West Covina",1.3,17,
"Used",0,"SUV","Nissan","Juke","S",14919,11099,2016,"Montclair Auto Exchange","Montclair",0,0,
"Used",0,"SUV","GMC","Terrain","SLE-1",17458,14599,2017,"Montclair Auto Exchange","Montclair",0,0,
"New",0,"Sedan","Nissan","Versa","S",0,16045,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"Sedan","Nissan","Versa","S",0,16045,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"Sedan","Nissan","Versa","S",0,16045,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"SUV","Nissan","Kicks","S",0,20855,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"SUV","Nissan","Kicks","S",0,20855,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"SUV","Nissan","Kicks","S",0,20855,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"Used",0,"Coupe","Porsche","Cayman","",30672,35594,2014,"Mercedes-Benz of South Bay","Torrance",4.6,721,"Good Deal"
"New",0,"SUV","Mercedes-Benz","GLS 450","Base 4MATIC",0,79505,2020,"Fletcher Jones Motorcars","Newport Beach",4.9,3624,
"Used",0,"Passenger Van","Nissan","NV Passenger NV3500 HD","SV V6/SV V8",14237,29888,2016,"OC Autosource","Costa Mesa",5,43,"Good Deal"
"New",0,"Crew Cab Pickup","Chevrolet","Silverado 1500","Custom Trail Boss",1,37634,2020,"Connell Chevrolet","Costa Mesa",5,132,
"Used",0,"SUV","INFINITI","QX80","",66975,29380,2015,"Vroom - Buy a Car Without Leaving the House","Irvine",0,0,"Good Deal"
"Used",0,"Sedan","Lexus","LS 430","",113422,9999,2006,"AutoNation Ford Tustin","Tustin",4.2,381,"Good Deal"
"New",0,"Sedan","Cadillac","CT5","Sport AWD",0,49909,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Cadillac","XT4","Sport",0,45970,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"Sedan","Cadillac","CT5","Premium Luxury RWD",0,46682,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Cadillac","XT4","Sport",0,45220,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Chevrolet","Trax","LS",4,16969,2020,"Connell Chevrolet","Costa Mesa",5,132,
"New",0,"Sedan","Cadillac","CT5","Sport RWD",31,47775,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"Sedan","Cadillac","CT5","Luxury RWD",0,38500,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"Used",0,"SUV","Nissan","Kicks","SV",4229,17495,2019,"Nissan of Costa Mesa","Costa Mesa",0,0,"Great Deal"
"New",0,"SUV","Lincoln","Navigator L","Reserve",54,90120,2020,"Lincoln South Coast","Santa Ana",3.7,11,
"Used",0,"Sedan","Ford","Fusion Hybrid","Titanium",34974,17490,2018,"AutoNation Ford Tustin","Tustin",4.2,381,"Good Deal"
"Used",0,"Coupe","Aston Martin","V12 Vantage S","Base",20891,99995,2015,"Private Collection Motors","Costa Mesa",4,53,"Great Deal"
"Used",0,"Sedan","Nissan","Sentra","S",60999,7699,2015,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"Used",0,"Sedan","Nissan","Versa","1.6 S+",12972,9899,2019,"California Motors Direct","Santa Ana",1.5,186,
"Used",0,"Minivan","Dodge","Grand Caravan","SXT",88146,8199,2014,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"Used",0,"Sedan","Lexus","ES 350","Base",38256,26499,2018,"California Motors Direct","Santa Ana",1.5,186,
"Used",0,"SUV","Cadillac","SRX","Performance Collection",20827,16399,2013,"California Motors Direct","Santa Ana",1.5,186,"Good Deal"
"Used",0,"Sedan","Chevrolet","SS","Base",54861,27799,2014,"California Motors Direct","Santa Ana",1.5,186,"Good Deal"
"Used",0,"Wagon","Scion","xB","RELEASE SERIES 10.0 NATL",65496,9990,2013,"Sterling Imports LTD","Santa Ana",1,77,"Good Deal"
"New",0,"SUV","Kia","Niro","EX Premium",10,34565,2020,"Kia of Irvine","Irvine",4.5,362,
"Used",0,"Coupe","smart","ForTwo","Passion",83704,7699,2013,"Selman Chevrolet","Orange",1,404,"Fair Price"
"Used",0,"Sedan","Hyundai",,"Limited",3738,15590,2017,"Huntington Beach Ford","Huntington Beach",3.3,470,"Good Deal"
"New",0,"Crew Cab Pickup","Ford","F-250","XLT",3,59900,2019,"Huntington Beach Ford","Huntington Beach",3.3,470,
"New",0,"Sedan","Hyundai","Accent","SEL",14,17780,2020,"Russell Westbrook Hyundai of Garden Grove","Garden Grove",4.4,835,
"Used",0,"Sedan","Toyota","Avalon Hybrid","XLE Touring",107881,12995,2014,"Deluxe Auto Dealer","Midway City",4,133,"Good Deal"
"Used",0,"Minivan","Chrysler","Pacifica","Touring-L",34129,20840,2019,"Huntington Beach Hyundai","Huntington Beach",4.4,402,"Great Deal"
"Used",0,"SUV","Ford","Flex","Limited",21937,21998,2019,"Huntington Beach Hyundai","Huntington Beach",4.4,402,"Great Deal"
"New",0,"Crew Cab Pickup","RAM","1500 Classic","Tradesman",2,31005,2019,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,
"New",0,"SUV","GMC","Terrain","SLT",4,33310,2020,"Hardin Buick GMC","Anaheim",4.6,438,
"Used",0,"SUV","Hyundai","Kona","SE",29822,14359,2019,"Russell Westbrook Hyundai of Anaheim","Anaheim",1.9,242,"Great Deal"
"New",0,"Sedan","Hyundai","Elantra","SEL",9,20990,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"Sedan","Cadillac","CT6-V","4.2L Blackwing Twin Turbo",9,97830,2020,"Allen Cadillac GMC","Laguna Niguel",3.8,271,
"Used",0,"Sedan","Nissan","Sentra","S",63850,7788,2017,"SC Motors II","Placentia",2.2,25,"Great Deal"
"Used",0,"Wagon","Volvo","V50","2.4i",61418,8000,2007,"Volvo Cars Mission Viejo","Mission Viejo",4.2,32,"Fair Price"
"Used",0,"Sedan","Hyundai","Accent","SE",47952,8999,2017,"OC Auto Exchange","Fullerton",1,115,
"Used",0,"SUV","Jeep","Patriot","Sport",34757,10799,2017,"OC Auto Exchange","Fullerton",1,116,"Good Deal"
"New",0,"SUV","Nissan","Kicks","SV",25,20479,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Nissan","Kicks","SV",25,20479,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Nissan","Kicks","SR",25,22336,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Nissan","Kicks","SV",25,20479,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Nissan","Kicks","SR",25,22398,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Nissan","Kicks","SR",25,23046,2020,"Buena Park Nissan","Buena Park",5,28,
"Used",0,"SUV","Bentley","Bentayga","W12",11841,141995,2017,"House of Imports","Buena Park",4.5,736,"Great Deal"
"New",0,"Crew Cab Pickup","RAM","1500 Classic","SLT",13,31560,2020,"Premier Chrysler Jeep Dodge Ram Buena Park","Buena Park",4.5,95,
"Used",0,"SUV","Ford","Flex","Limited",99997,9999,2011,"ZRV Auto Inc.","Brea",4.1,63,"Great Deal"
"Used",0,"SUV","INFINITI","QX4","",135236,3995,2000,"Metro Auto","La Habra",4.2,45,"Fair Price"
"Used",0,"Cargo Van","Ford","Transit-250","148 WB Medium Roof Cargo",6613,31500,2019,"Cal Worthington Ford","Long Beach",4.5,112,"Good Deal"
"New",0,"Sedan","Mitsubishi","Mirage G4","ES",6,12470,2019,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,
"New",0,"Sedan","Mitsubishi","Mirage G4","ES",0,11356,2019,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,
"New",0,"SUV","Nissan","Rogue","SV",1,26290,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"Used",1,"Sedan","Nissan","Sentra","SV",35518,14888,2019,"Cerritos Nissan","Cerritos",5,16,"Good Deal"
"New",0,"SUV","Nissan","Rogue Sport","S",1,22730,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"SUV","Nissan","Kicks","SV",9,24575,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Crew Cab Pickup","Nissan","Titan","PRO-4X",50,46490,2019,"Cerritos Nissan","Cerritos",5,16,
"Used",0,"Minivan","Dodge","Grand Caravan","SXT",48150,11975,2018,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,"Great Deal"
"New",0,"SUV","Nissan","Kicks","SV",7,22185,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Chevrolet","Trax","LS",3,19705,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Nissan","Rogue","SV",1,26290,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Hatchback","MINI","Hardtop","Cooper S",14,37345,2020,"Long Beach MINI","Signal Hill",3.5,8,
"Used",0,"Sedan","Nissan","Altima","2.5 SV",96989,5950,2013,"Sammys Enterprise","Bellflower",5,18,
"New",0,"Sedan","Hyundai","Sonata","SEL Plus",23,28650,2020,"Puente Hills Hyundai","City of Industry",4.8,719,
"Used",0,"Coupe","Hyundai","Genesis Coupe","2.0T",40623,9950,2011,"AIA Group","Noroc",0,0,"Good Deal"
"Used",0,"Sedan","Genesis","G90","3.3T Premium",52615,32795,2017,"Puente Hills Hyundai","City of Industry",4.8,719,"Good Deal"
"Used",0,"Sedan","Chevrolet","Cruze Limited","1LT",46750,11900,2016,"Shift Los Angeles","Whittier",2.3,32,"Good Deal"
"Used",0,"Sedan","Ford","Fusion Hybrid","Titanium",40120,14950,2016,"Shift Los Angeles","Whittier",2.3,32,"Good Deal"
"Used",0,"Sedan","Acura","ILX","",23000,16999,2017,"Premium Autos","Norco",1,2,"Good Deal"
"Used",0,"SUV","Nissan","Kicks","S",11215,13599,2018,"Corona Motors Direct","Norco",1.6,12,
"New",0,"SUV","Chevrolet","Trax","LS",3,22485,2020,"Chevrolet of Puente Hills","City of Industry",0,0,
"New",0,"SUV","Chevrolet","Equinox","2LT",30,22071,2019,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Trax","LS",2,14366,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Sonic","LT",1,16564,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Equinox","Premier w/2LZ",3,29835,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Trax","LS",3,13499,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Nissan","Kicks","SR",4,23105,2020,"Carson Nissan","Carson",4.8,3428,
"Used",0,"SUV","Hyundai","Tucson","Eco",40615,13995,2016,"Downey Hyundai","Downey",4.7,1030,"Good Deal"
"New",0,"SUV","Nissan","Kicks","SV",4,22595,2020,"Carson Nissan","Carson",4.8,3428,
"New",0,"SUV","Nissan","Kicks","SV",4,21990,2020,"Carson Nissan","Carson",4.8,3428,
"Used",0,"SUV","Hummer","H2","",142597,12888,2003,"Affordable Auto Solutions","Wilmington",1,3,"Good Deal"
"New",0,"Wagon","Chevrolet","Bolt EV","LT",10,28975,2020,"MK Smith Chevrolet","Chino",4.1,263,
"New",0,"SUV","Nissan","Rogue Sport","SL",5,32450,2020,"Carson Nissan","Carson",4.8,3428,
"Used",0,"Sedan","Hyundai","Elantra","Value Edition",42677,10499,2016,"California Motor Trade","Downey",2.5,11,
"Used",0,"Hatchback","FIAT","500e","Battery Electric",34362,7099,2017,"LA Auto Exchange","Montebello",1.7,47,"Great Deal"
"Used",0,"Sedan","Honda","Accord","LX",35912,13499,2017,"LA Auto Exchange","Montebello",1.7,47,
"Used",0,"Sedan","Nissan","Versa","1.6 SV",53933,9199,2018,"LA Auto Exchange","Montebello",1.7,47,
"Used",0,"Sedan","BMW","750","i",32979,39599,2017,"California Motors Direct - Montclair","Montclair",1.6,36,
"Used",0,"Sedan","Audi","A8","L 3.0T",36347,32199,2017,"Montclair Auto Exchange","Montclair",0,0,"Great Deal"
"Used",0,"Hatchback","Mazda","MazdaSpeed3","Touring",72686,12999,2013,"Empire Motors","Montclair",4.2,43,"Fair Price"
"New",0,"SUV","Nissan","Kicks","SR",0,23105,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"SUV","Nissan","Kicks","SR",0,23105,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"SUV","Nissan","Kicks","SR",0,23105,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"SUV","Nissan","Kicks","SR",0,23105,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"Used",0,"Hatchback","Ford","Focus RS","Base",38505,29999,2017,"AutoNation Ford Torrance","Torrance",4.4,411,"Good Deal"
"Used",0,"SUV","Honda","CR-V","LX",134000,5995,2006,"AUTO CONNECT","South Gate",0,0,"Good Deal"
"New",0,"SUV","Audi","Q5 e","55 Premium",10,62120,2020,"Audi Fletcher Jones","Costa Mesa",4.9,368,
"Used",0,"Coupe","McLaren","570GT","Base",7665,149888,2017,"Eurocar Inc.","Costa Mesa",5,14,"Great Deal"
"New",0,"SUV","Volkswagen","Atlas Cross Sport","3.6L V6 SEL R-Line",0,46680,2020,"Volkswagen South Coast","Santa Ana",3.7,264,
"New",0,"SUV","Chevrolet","Trax","LT",4,17273,2019,"Connell Chevrolet","Costa Mesa",5,132,
"New",0,"Sedan","Cadillac","CT5","Premium Luxury RWD",0,44425,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Cadillac","XT5","Premium Luxury",0,48919,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"Sedan","Cadillac","CT5","Sport RWD",0,43138,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"Sedan","Cadillac","CT5","Luxury RWD",0,37956,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"Used",0,"Hatchback","BMW","428 Gran Coupe","i",43005,18900,2015,"California Beemers","Costa Mesa",4.5,36,"Good Deal"
"New",0,"Sedan","Cadillac","CT5","Sport AWD",0,52650,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"Used",0,"SUV","Hummer","H2","",118551,17490,2005,"Nash Auto","Costa Mesa",4.6,132,"Great Deal"
"Used",0,"SUV","Ford","Flex","Limited",113527,7952,2009,"AutoNation Ford Tustin","Tustin",4.2,381,"Good Deal"
"New",0,"SUV","GMC","Yukon","SLT Standard Edition",2,54135,2020,"Tustin Buick GMC","Tustin",5,13,
"New",0,"Convertible","MINI","Convertible","Cooper",10,35270,2020,"Crevier Mini","Santa Ana",0,17,
"New",0,"Sedan","Cadillac","CTS","3.6L Luxury",6,48380,2019,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Nissan","Kicks","SR",0,21505,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Nissan","Rogue","SV",0,27475,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","MINI","Countryman","Cooper S",10,36470,2020,"Crevier Mini","Santa Ana",0,17,
"New",0,"SUV","Cadillac","Escalade ESV","Premium Luxury",4794,78430,2019,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Nissan","Rogue Sport","SV",0,24220,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Lincoln","Navigator L","Black Label",48,101685,2020,"Lincoln South Coast","Santa Ana",3.7,11,
"New",0,"Sedan","Cadillac","CT5","Premium Luxury AWD",0,48730,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","GMC","Acadia","Denali",2,44886,2020,"Tustin Buick GMC","Tustin",5,13,
"Used",0,"SUV","Mercedes-Benz","GLS 550","Base 4MATIC",65157,43995,2017,"Private Collection Motors","Costa Mesa",4,53,"Great Deal"
"Used",0,"Coupe","BMW","430","i",22232,27500,2017,"Irvine Coast Motorcars","Costa Mesa",0,0,"Great Deal"
"Used",0,"Sedan","Dodge","Dart","SXT Sport",49800,9099,2016,"California Motors Direct","Santa Ana",1.5,186,"Good Deal"
"New",0,"SUV","Kia","Niro","EX Premium",10,34565,2020,"Kia of Irvine","Irvine",4.5,362,
"New",0,"Sedan","Kia","Forte","FE",10,17215,2020,"Car Pros Kia Huntington Beach","Huntington Beach",3.9,56,
"New",0,"SUV","Kia","Niro","L",13,27445,2020,"Car Pros Kia Huntington Beach","Huntington Beach",3.9,56,
"Used",0,"SUV","BMW","X6","ActiveHybrid",69673,14997,2011,"Car Pros Kia Huntington Beach","Huntington Beach",3.9,56,"Great Deal"
"New",0,"Sedan","Kia","Forte","GT-Line",13,19955,2020,"Car Pros Kia Huntington Beach","Huntington Beach",3.9,56,
"Used",0,"Sedan","Volkswagen","CC","Sport",102590,5985,2010,"Cali Auto Experts","Garden Grove",5,14,"Good Deal"
"New",0,"Sedan","Genesis","G80","3.3T Sport",17,47000,2019,"Huntington Beach Hyundai","Huntington Beach",4.4,402,
"New",0,"Hatchback","Hyundai","Ioniq Hybrid","SE",10,26410,2020,"Russell Westbrook Hyundai of Anaheim","Anaheim",1.9,242,
"Used",0,"Sedan","Hyundai","Sonata Hybrid","Limited",13759,18929,2017,"Russell Westbrook Hyundai of Anaheim","Anaheim",1.9,242,"Great Deal"
"Used",0,"Sedan","Chevrolet","Cruze","LT Automatic",55793,9699,2016,"California Motors Direct","Stanton",2.9,177,
"Used",0,"Passenger Van","Dodge","Sprinter","2500 High Roof",20927,24999,2005,"Hybrid 4 U","Anaheim",5,5,"Fair Price"
"Used",0,"Sedan","Nissan","Sentra","S",13201,11899,2018,"California Motors Direct","Stanton",2.9,177,
