"age","job","marital","education","default","balance","housing","loan","contact","campaign","durmin","previous","poutcome","pweek","subscribe"
34,"blue-collar","married","primary","no",-319,"yes","yes","cellular",4,2.23333333333333,0,"unknown",0,0
36,"management","married","tertiary","no",-296,"yes","no","cellular",3,1.88333333333333,0,"unknown",0,0
40,"technician","married","secondary","no",169,"yes","no","cellular",4,0.716666666666667,0,"unknown",0,0
37,"self-employed","single","tertiary","no",556,"no","no","unknown",2,3.33333333333333,0,"unknown",0,0
65,"retired","divorced","unknown","no",300,"no","no","cellular",2,4.08333333333333,0,"unknown",0,0
53,"technician","divorced","secondary","no",751,"yes","no","unknown",4,5.71666666666667,0,"unknown",0,0
28,"technician","single","secondary","no",126,"no","no","cellular",1,3.81666666666667,0,"unknown",0,0
33,"technician","divorced","tertiary","no",-386,"yes","no","unknown",1,8.83333333333333,0,"unknown",0,0
56,"blue-collar","married","primary","no",379,"no","no","cellular",5,0.966666666666667,0,"unknown",0,0
45,"self-employed","married","secondary","no",706,"no","no","cellular",2,1.3,1,"success",25.1428571428571,0
39,"technician","married","secondary","no",9121,"no","no","unknown",1,2.45,0,"unknown",0,0
28,"management","single","tertiary","no",1466,"yes","no","cellular",1,0.666666666666667,0,"unknown",0,0
36,"blue-collar","married","primary","no",0,"yes","no","cellular",2,10.3,0,"unknown",0,0
41,"blue-collar","married","primary","no",951,"yes","no","cellular",4,0.383333333333333,0,"unknown",0,0
46,"admin.","married","secondary","no",368,"no","no","cellular",1,4.88333333333333,4,"other",12.8571428571429,1
41,"blue-collar","married","secondary","no",121,"yes","no","cellular",6,0.266666666666667,5,"other",25.1428571428571,0
59,"services","married","secondary","no",204,"no","no","cellular",2,4.76666666666667,0,"unknown",0,0
24,"admin.","married","secondary","no",299,"yes","no","cellular",1,3.48333333333333,1,"failure",45.8571428571429,0
34,"management","married","tertiary","no",4170,"yes","no","unknown",1,15.5833333333333,0,"unknown",0,0
40,"blue-collar","married","primary","no",-335,"yes","no","unknown",1,4.33333333333333,0,"unknown",0,0
42,"admin.","married","secondary","no",3165,"yes","no","unknown",4,4.96666666666667,0,"unknown",0,0
50,"services","married","secondary","no",254,"yes","no","cellular",2,6.61666666666667,1,"failure",48.1428571428571,0
25,"management","single","tertiary","no",553,"yes","no","cellular",4,1.88333333333333,1,"failure",68.4285714285714,0
51,"services","divorced","secondary","no",518,"yes","no","telephone",1,1.26666666666667,0,"unknown",0,0
50,"management","married","tertiary","no",85,"no","yes","cellular",1,2.35,0,"unknown",0,0
37,"blue-collar","married","unknown","no",603,"yes","no","unknown",2,12.8833333333333,0,"unknown",0,0
21,"services","single","secondary","no",361,"no","no","telephone",1,5.48333333333333,1,"other",13.5714285714286,0
52,"blue-collar","married","secondary","no",-98,"yes","no","unknown",1,7.05,0,"unknown",0,0
55,"retired","married","primary","no",4424,"no","no","cellular",4,1.11666666666667,0,"unknown",0,0
26,"technician","single","secondary","no",2610,"yes","yes","unknown",1,10.4333333333333,0,"unknown",0,0
38,"technician","married","tertiary","no",3234,"no","no","cellular",2,9.63333333333333,0,"unknown",0,1
32,"blue-collar","married","secondary","no",687,"yes","no","unknown",1,1.01666666666667,0,"unknown",0,0
31,"blue-collar","married","secondary","no",631,"yes","no","unknown",4,4.13333333333333,0,"unknown",0,0
34,"technician","single","secondary","no",341,"no","yes","cellular",1,2.26666666666667,3,"failure",37.4285714285714,0
33,"technician","single","tertiary","no",316,"no","no","cellular",3,2.1,0,"unknown",0,0
35,"technician","married","secondary","no",2,"no","no","telephone",3,10.8833333333333,0,"unknown",0,0
44,"management","married","unknown","no",415,"yes","no","telephone",7,0.116666666666667,0,"unknown",0,0
48,"management","divorced","tertiary","no",507,"yes","no","cellular",1,8.8,0,"unknown",0,0
29,"blue-collar","married","secondary","no",912,"yes","no","cellular",1,13.0833333333333,0,"unknown",0,0
50,"management","married","tertiary","no",0,"no","no","cellular",5,4.05,0,"unknown",0,0
37,"blue-collar","married","primary","no",37,"yes","no","cellular",2,0.4,1,"other",51.7142857142857,0
44,"admin.","single","secondary","no",2524,"no","no","unknown",1,1.36666666666667,0,"unknown",0,0
36,"unemployed","single","tertiary","no",9019,"yes","no","unknown",3,15.8666666666667,0,"unknown",0,0
49,"blue-collar","divorced","unknown","no",39,"yes","no","cellular",5,0.45,0,"unknown",0,0
31,"blue-collar","married","secondary","no",0,"yes","no","unknown",1,2.38333333333333,0,"unknown",0,0
49,"technician","divorced","secondary","no",265,"yes","no","unknown",6,4.56666666666667,0,"unknown",0,0
35,"blue-collar","single","secondary","no",0,"yes","no","cellular",1,19.5666666666667,4,"other",49.2857142857143,1
57,"admin.","divorced","unknown","no",4012,"no","no","cellular",1,15.25,0,"unknown",0,0
42,"blue-collar","married","primary","no",1520,"yes","no","cellular",1,1.91666666666667,0,"unknown",0,0
36,"blue-collar","divorced","secondary","no",-140,"yes","no","unknown",2,3.7,0,"unknown",0,0
75,"retired","divorced","primary","no",852,"no","no","cellular",1,5.68333333333333,0,"unknown",0,0
38,"blue-collar","single","secondary","no",578,"yes","no","unknown",2,1.86666666666667,0,"unknown",0,0
40,"blue-collar","married","primary","yes",0,"yes","no","unknown",2,1.06666666666667,0,"unknown",0,0
38,"services","single","secondary","no",2253,"yes","no","cellular",3,15.6166666666667,0,"unknown",0,1
34,"management","single","tertiary","no",1171,"yes","no","cellular",1,2.15,0,"unknown",0,0
29,"technician","single","tertiary","no",452,"yes","no","cellular",1,0.983333333333333,0,"unknown",0,0
28,"admin.","married","secondary","no",-97,"yes","no","cellular",1,1.31666666666667,2,"success",32.1428571428571,0
79,"retired","married","secondary","no",4738,"no","no","telephone",5,2.51666666666667,0,"unknown",0,0
51,"admin.","divorced","secondary","no",467,"yes","no","unknown",1,1.38333333333333,0,"unknown",0,0
32,"student","single","tertiary","no",0,"no","no","cellular",5,1.68333333333333,6,"other",0.428571428571429,0
36,"management","married","tertiary","no",495,"no","no","cellular",3,2.61666666666667,2,"success",13.8571428571429,1
38,"entrepreneur","married","secondary","no",157,"no","yes","cellular",11,0.95,1,"other",52.2857142857143,0
49,"self-employed","married","secondary","no",358,"yes","yes","unknown",3,2.93333333333333,0,"unknown",0,0
42,"services","married","secondary","no",292,"yes","no","cellular",3,3.7,0,"unknown",0,0
43,"blue-collar","married","primary","no",7343,"yes","no","unknown",4,3.61666666666667,0,"unknown",0,0
34,"blue-collar","married","secondary","no",-563,"yes","no","unknown",1,4.2,0,"unknown",0,0
59,"retired","single","secondary","no",351,"yes","no","unknown",5,17.7166666666667,0,"unknown",0,1
35,"unknown","married","primary","no",365,"no","no","cellular",2,0.683333333333333,0,"unknown",0,0
33,"blue-collar","single","secondary","no",13494,"yes","no","unknown",25,0.45,0,"unknown",0,0
34,"admin.","single","secondary","no",846,"yes","no","cellular",2,12.6333333333333,0,"unknown",0,0
64,"retired","married","secondary","no",1574,"no","no","telephone",3,5.01666666666667,0,"unknown",0,1
34,"entrepreneur","married","tertiary","no",-28,"yes","no","cellular",1,9.56666666666667,0,"unknown",0,0
77,"retired","married","tertiary","no",0,"no","no","cellular",1,14.1166666666667,1,"success",8.57142857142857,1
57,"retired","married","primary","no",2927,"no","yes","telephone",5,1.3,0,"unknown",0,0
30,"blue-collar","married","secondary","no",501,"yes","yes","unknown",1,8.56666666666667,0,"unknown",0,0
56,"housemaid","divorced","primary","yes",1238,"no","no","unknown",1,25.9666666666667,0,"unknown",0,1
49,"unknown","married","unknown","no",301,"no","no","cellular",2,13.15,0,"unknown",0,0
73,"retired","married","primary","no",1388,"no","no","cellular",3,2.43333333333333,3,"success",27.1428571428571,0
39,"technician","single","secondary","no",102,"yes","no","cellular",2,4.53333333333333,0,"unknown",0,0
57,"technician","divorced","primary","no",13,"yes","no","cellular",2,5.38333333333333,2,"failure",52.5714285714286,0
32,"self-employed","married","secondary","no",413,"yes","no","cellular",2,11.8666666666667,0,"unknown",0,0
32,"technician","single","tertiary","no",4665,"yes","no","unknown",2,14.3333333333333,0,"unknown",0,1
45,"admin.","married","secondary","no",638,"yes","no","cellular",9,1.25,0,"unknown",0,0
32,"blue-collar","married","secondary","no",101,"yes","no","unknown",4,3.18333333333333,0,"unknown",0,0
31,"management","married","tertiary","no",1224,"yes","yes","cellular",2,24.0166666666667,0,"unknown",0,1
49,"self-employed","married","secondary","no",1103,"no","no","cellular",2,7.13333333333333,0,"unknown",0,0
29,"services","married","secondary","no",3748,"no","no","cellular",3,5.36666666666667,0,"unknown",0,0
55,"technician","married","secondary","no",955,"yes","no","cellular",1,1.73333333333333,0,"unknown",0,0
30,"admin.","married","secondary","no",518,"yes","no","cellular",1,2.11666666666667,0,"unknown",0,0
45,"services","single","primary","no",1893,"yes","no","unknown",6,20.9833333333333,0,"unknown",0,1
39,"technician","married","tertiary","no",14,"no","no","cellular",2,1.9,0,"unknown",0,0
36,"admin.","married","secondary","no",-423,"yes","yes","unknown",1,1.76666666666667,0,"unknown",0,0
33,"management","married","tertiary","no",3696,"no","no","cellular",1,5.08333333333333,3,"failure",26,0
36,"management","married","tertiary","no",2987,"yes","no","cellular",1,5.11666666666667,0,"unknown",0,1
31,"technician","single","secondary","no",433,"no","no","cellular",2,25.0666666666667,0,"unknown",0,0
36,"technician","married","unknown","no",756,"no","no","cellular",3,6.6,0,"unknown",0,0
38,"technician","single","tertiary","no",0,"yes","no","cellular",1,1.18333333333333,0,"unknown",0,0
33,"unknown","married","secondary","no",2727,"no","no","cellular",3,3.41666666666667,0,"unknown",0,0
40,"technician","married","secondary","no",93,"yes","no","unknown",2,2.23333333333333,0,"unknown",0,0
31,"blue-collar","married","secondary","no",1766,"no","yes","cellular",2,2.76666666666667,0,"unknown",0,1
39,"services","married","secondary","no",124,"yes","no","cellular",5,1.35,0,"unknown",0,0
33,"admin.","married","tertiary","no",69,"no","yes","cellular",2,1.28333333333333,0,"unknown",0,0
53,"services","divorced","secondary","no",0,"no","no","cellular",2,1.33333333333333,0,"unknown",0,1
38,"management","married","tertiary","no",0,"yes","no","cellular",5,8.95,2,"failure",43.2857142857143,0
59,"technician","married","secondary","no",259,"no","no","cellular",1,6.91666666666667,1,"success",12.7142857142857,1
55,"blue-collar","married","primary","no",4103,"no","no","cellular",1,4.85,0,"unknown",0,0
38,"technician","single","tertiary","no",744,"yes","no","cellular",1,4.71666666666667,12,"other",41.1428571428571,0
48,"services","married","secondary","no",116,"yes","no","telephone",4,1.16666666666667,0,"unknown",0,0
53,"blue-collar","married","secondary","no",70,"yes","no","unknown",2,10.1833333333333,0,"unknown",0,0
44,"admin.","divorced","secondary","no",432,"no","no","cellular",3,2.2,0,"unknown",0,0
57,"management","married","tertiary","no",1172,"no","no","unknown",1,0.433333333333333,0,"unknown",0,0
29,"blue-collar","single","secondary","no",9,"yes","no","cellular",3,4.36666666666667,0,"unknown",0,0
31,"services","married","secondary","no",428,"yes","no","unknown",1,4.53333333333333,0,"unknown",0,0
35,"technician","single","tertiary","no",7546,"yes","no","cellular",1,2.28333333333333,3,"failure",17.4285714285714,0
31,"blue-collar","married","primary","no",620,"no","no","cellular",1,1.58333333333333,0,"unknown",0,0
35,"self-employed","married","tertiary","no",8647,"no","no","cellular",2,2.33333333333333,0,"unknown",0,0
40,"management","single","secondary","no",192,"yes","no","unknown",11,1.18333333333333,0,"unknown",0,0
39,"blue-collar","married","secondary","no",0,"yes","no","cellular",1,8.36666666666667,2,"failure",1,0
43,"technician","single","tertiary","no",27733,"yes","no","unknown",7,2.73333333333333,0,"unknown",0,0
44,"entrepreneur","married","primary","no",276,"yes","yes","unknown",1,3.65,0,"unknown",0,0
29,"technician","single","secondary","no",113,"no","no","cellular",2,5.46666666666667,4,"success",26.1428571428571,1
40,"technician","married","secondary","no",782,"yes","no","unknown",2,3.73333333333333,0,"unknown",0,0
33,"entrepreneur","married","primary","no",82,"yes","no","cellular",2,1.05,0,"unknown",0,0
46,"management","married","tertiary","no",1008,"no","no","cellular",13,0.4,0,"unknown",0,0
27,"unknown","single","tertiary","no",6421,"no","no","telephone",4,2.45,0,"unknown",0,0
26,"admin.","single","secondary","no",443,"no","no","cellular",3,1.4,0,"unknown",0,0
41,"technician","married","secondary","no",351,"yes","no","cellular",1,2.91666666666667,0,"unknown",0,0
34,"technician","married","tertiary","no",5060,"yes","no","cellular",21,0.2,0,"unknown",0,0
39,"technician","single","tertiary","no",-41,"no","yes","cellular",15,0.666666666666667,0,"unknown",0,0
27,"services","single","secondary","no",-124,"no","no","cellular",1,3.61666666666667,0,"unknown",0,0
31,"blue-collar","married","secondary","no",79,"yes","yes","cellular",11,3.91666666666667,0,"unknown",0,0
44,"unemployed","single","secondary","no",3945,"no","no","cellular",1,4.25,0,"unknown",0,0
55,"retired","married","tertiary","no",197,"no","yes","cellular",1,4.26666666666667,0,"unknown",0,0
51,"blue-collar","divorced","primary","no",837,"no","no","telephone",2,0.683333333333333,0,"unknown",0,0
50,"management","married","tertiary","no",-94,"no","yes","unknown",1,1.25,0,"unknown",0,0
30,"services","married","secondary","no",1743,"yes","no","cellular",4,3.2,0,"unknown",0,0
46,"technician","married","secondary","no",57,"no","no","unknown",1,13.2666666666667,0,"unknown",0,1
49,"admin.","married","secondary","no",635,"no","no","cellular",3,3.66666666666667,0,"unknown",0,0
56,"retired","married","secondary","no",-113,"yes","yes","cellular",2,10.2333333333333,0,"unknown",0,0
47,"admin.","divorced","secondary","no",225,"no","no","cellular",4,18.7666666666667,0,"unknown",0,1
30,"admin.","married","secondary","no",124,"no","no","telephone",2,2.68333333333333,0,"unknown",0,0
36,"entrepreneur","single","secondary","no",475,"no","no","cellular",3,2.35,0,"unknown",0,0
40,"management","married","tertiary","no",-7,"no","yes","telephone",1,11.6166666666667,0,"unknown",0,0
37,"technician","single","secondary","yes",375,"no","no","unknown",2,3.71666666666667,0,"unknown",0,0
42,"admin.","divorced","secondary","no",936,"no","no","cellular",1,15.5166666666667,0,"unknown",0,1
45,"technician","married","secondary","no",1415,"yes","no","cellular",1,8.05,1,"failure",16.5714285714286,0
34,"unemployed","single","secondary","no",0,"no","no","cellular",2,1.05,0,"unknown",0,0
27,"admin.","single","secondary","no",3638,"no","no","cellular",5,4.51666666666667,0,"unknown",0,0
30,"blue-collar","married","secondary","no",-99,"yes","no","cellular",5,2.4,0,"unknown",0,0
